date,CPI-median,CPI-trim,CPI-common
2005-01-01,0.09147077082944932,-0.6076700851220965,1.4901344347041854
2005-02-01,0.32813065755952464,-0.5430498421752955,1.5633670728220608
2005-03-01,0.23248896961133436,-0.6086962455432556,1.6013334183641144
2005-04-01,-0.19881014722032733,-0.8319509979645204,1.3122417539328053
2005-05-01,-0.4968062269802601,-0.9286141204727382,1.4013176072999314
2005-06-01,-0.3908390344636072,-0.5299241951232918,1.4258377337102779
2005-07-01,0.44903584720200074,0.7101167314720644,1.5275656894999559
2005-08-01,0.18083397186406683,0.9128576011363435,1.8473946246723467
2005-09-01,0.45422212874153006,0.8188195143026992,2.047582888809376
2005-10-01,0.7767654456983091,1.4344105347334408,1.9103279702746716
2005-11-01,1.2670959794716838,1.9921070320379892,1.8649634688605081
2005-12-01,1.6247450429073957,2.8100008216053345,1.729958383847268
2006-01-01,2.6743902968716498,2.9653763488633493,2.1737350816647414
2006-02-01,2.4658639824337873,2.8776091660390755,2.413344850679917
2006-03-01,2.784410709839815,3.5587058057986445,2.651540661971388
2006-04-01,2.727578765844988,3.131900798028479,3.118873696930742
2006-05-01,2.626766617890231,2.326834464604933,3.1400344617343254
2006-06-01,2.7199789399773677,2.018175837704189,3.4520132318271064
2006-07-01,2.4806017425719924,1.2767325208311975,3.278940260146565
2006-08-01,2.2895847775345177,0.8789197420912699,3.1413805434579625
2006-09-01,1.422125245292196,0.6776704087872035,2.7324709819754447
2006-10-01,0.07522856157887951,-0.39972741748465707,2.664938842269956
2006-11-01,-0.6367987365833533,-1.1576693801293023,2.477164577856161
2006-12-01,-0.6284579511817145,-1.436191415480683,2.4180148392699974
2007-01-01,-0.8044018972042201,-0.9070782664892467,2.2899419279338633
2007-02-01,-1.1628322426525082,-1.2053595090600577,2.080731168227275
2007-03-01,-1.3668292118824779,-1.652827249911257,1.747671175803441
2007-04-01,-1.3424962499945574,-1.3644020108173336,1.6138639106057875
2007-05-01,-1.3424962499945574,-1.5406943154518844,1.5777398560592664
2007-06-01,-1.2385619037206177,-0.7330855001741557,1.2761352466693414
2007-07-01,-0.6829497452611872,0.32790738052549256,1.5425171904007022
2007-08-01,-0.3835013525331416,1.0816788495215037,1.6175788409289877
2007-09-01,-0.21064233793729792,1.1545454603443224,1.6516672771812932
2007-10-01,0.8011397256958498,1.8352334786980506,2.0500395551542128
2007-11-01,1.5100814590486287,2.2064426458566944,2.5719360656713346
2007-12-01,1.9113995385106493,2.9017109605172733,2.924589787512498
2008-01-01,1.9891411865467612,2.734582464776353,3.3073339320216673
2008-02-01,1.7912961018007811,2.5866496788684223,3.5844216755213
2008-03-01,2.208778077322013,2.563571896300262,4.232740708564487
2008-04-01,3.365141027653825,3.254400545950631,4.428654230122209
2008-05-01,3.684497797048801,4.154218565768657,4.705666818000343
2008-06-01,3.586026331409311,3.6642925725584794,4.930047596906005
2008-07-01,3.5955108198743084,3.17655768990281,5.145074981398282
2008-08-01,3.5755899959058506,3.591723303320482,5.261436077641371
2008-09-01,4.1854560802782235,4.096001143428575,5.445414477151749
2008-10-01,4.286180037000701,4.481104018331257,5.112109785785699
2008-11-01,4.086206537409153,4.567169663926788,4.314895208586546
2008-12-01,3.488593340571028,4.38689187597345,3.753013599398642
2009-01-01,2.6928193147633372,4.442145860070435,3.2571473265081545
2009-02-01,3.103261747263321,4.6341549768776344,2.6862500347002403
2009-03-01,2.8902585440504733,5.115073466884969,1.9903472861803364
2009-04-01,1.8372528488831756,4.408390161257761,1.788445460581596
2009-05-01,1.7326971478067321,4.129129022617875,1.4231433167540748
2009-06-01,2.2330818734595477,4.207304879172541,1.3542972910284992
2009-07-01,2.0060921372516956,4.403045695208374,1.3416646778688113
2009-08-01,2.1731233538554147,3.9573926926243854,1.282357100511657
2009-09-01,2.1731233538554147,3.8385194263585207,0.9871108393132609
2009-10-01,2.168714158948457,3.9899499602166335,1.1293186893462954
2009-11-01,2.462021472323422,3.618340299695566,1.2020768970855917
2009-12-01,2.7445454285891615,3.219633602497498,1.481515984583456
2010-01-01,3.442478480731923,2.52205212480518,1.3201211435552243
2010-02-01,2.9607016079697313,2.236907455707861,1.2873347947938536
2010-03-01,3.2414608898847854,1.7145470718443898,1.406947245677959
2010-04-01,3.4350214261386762,2.2821132324042153,1.491335284671608
2010-05-01,3.5216062929654424,2.549655261779429,1.5846172883920706
2010-06-01,3.107629638754071,2.4487729228960626,1.5230036561967293
2010-07-01,2.721645125884781,1.6208861152733849,1.0096709608918573
2010-08-01,2.4597098176665337,1.592971512817383,0.7479677698609128
2010-09-01,2.5576636511442086,1.7087544465324394,1.0124589590325965
2010-10-01,2.5616968554563546,1.487032286937789,1.3520379492086987
2010-11-01,2.4415870009496357,1.6021530880493184,1.6203238976007106
2010-12-01,2.640502703864072,1.8511360270480712,1.5474990946645995
2011-01-01,3.1844798100677245,2.79123361185323,2.264224115751153
2011-02-01,3.758693208230228,3.4887565971142234,2.9472649116487095
2011-03-01,3.5630544462465252,3.904320578546414,3.1784828463183463
2011-04-01,3.7570008816971487,3.469499446457501,2.9252563095623567
2011-05-01,3.7602222029628005,3.6362387807666416,2.9895014195302503
2011-06-01,3.768917502777162,3.6068980254368825,3.3468774277258153
2011-07-01,3.1696744758121542,3.1599948953748553,3.531781667742078
2011-08-01,3.5666595687982525,3.2111046686386855,3.5145960210973124
2011-09-01,3.269147518933995,3.6659439590549687,2.8786230707010776
2011-10-01,3.0674499651860794,3.46929154468711,2.532063391387607
2011-11-01,2.794256371723197,3.3259919756830048,2.407183800368578
2011-12-01,2.497888300091252,2.8336243541263655,2.284263704933534
2012-01-01,2.346978997699634,2.7465514330534577,1.9387275330430196
2012-02-01,2.143358674137674,2.522235332005992,1.4748324416006733
2012-03-01,2.0583371799149575,2.5424723816307044,1.1462045282682014
2012-04-01,1.7958665759235513,2.9948627791022573,1.0675789575367376
2012-05-01,1.498507666743632,2.584881144779573,0.9571896281527867
2012-06-01,1.2075408598454223,2.013736072163832,0.4995626917038794
2012-07-01,1.5145404782271468,2.2447622058953196,0.3177802783219018
2012-08-01,2.072767298268457,2.214514570425631,0.6167694529906986
2012-09-01,2.4830130921651703,1.112659955196439,1.4976970580802837
2012-10-01,2.380221704911251,1.064983171182087,1.797328149484321
2012-11-01,2.11050947668901,1.0054188482564923,1.874074980943171
2012-12-01,2.295711305976518,1.5396641258375359,2.225970552088475
2013-01-01,1.9490324069588043,1.4765444186860044,2.0228400101330455
2013-02-01,1.8535745114466051,1.3042405930901926,2.158897784054824
2013-03-01,1.7430499615277237,1.3861454390314425,1.8145782005116935
2013-04-01,1.3240143495090104,0.7096861092883093,2.199312023715234
2013-05-01,1.4262585617689074,0.9670087337972859,2.1093840863625544
2013-06-01,1.9308491440119848,1.565562738779426,2.48729488194788
2013-07-01,2.133770560484304,1.7267643289075767,2.678609381462268
2013-08-01,1.2969569588252634,1.4513648579280671,2.187426160056239
2013-09-01,1.1832426441281076,2.2497327643653033,2.0601753633975814
2013-10-01,1.2848322451764214,2.7081877388153814,1.8730333227720946
2013-11-01,1.3591177051489294,2.640008922225329,1.4955863116409587
2013-12-01,1.271512590451287,2.198535368442424,1.2573472344188743
2014-01-01,1.0124481428105092,1.7622243249314176,0.8893823169211815
2014-02-01,1.1068522999533124,2.1248584954093044,0.6450103035551472
2014-03-01,1.3195456513941357,2.10654689255726,1.0809798825282821
2014-04-01,1.3172510567909936,1.7686837573002032,0.41395279494657244
2014-05-01,1.312066076656752,1.5604036225857127,0.558199164778854
2014-06-01,0.9981813261383823,1.4663528759757438,0.23353188319295506
2014-07-01,0.5958601642987904,1.0586194755043572,-0.2474821142221095
2014-08-01,0.39001209771868095,0.8198574069715816,-0.1645050281425139
2014-09-01,0.1991974436860482,0.7377136143232399,-0.6828880361601722
2014-10-01,0.30051109125296066,0.6618811418225414,-0.7644803274177664
2014-11-01,0.4940842765845067,0.9046241370708719,-0.5330196690711921
2014-12-01,0.5874802656891408,0.8783804715048933,-0.6576451665561833
2015-01-01,0.2009063065517926,0.8206280739032096,-0.31674715884132854
2015-02-01,-0.09226781117111343,-0.19309933862056222,-0.5704480558139019
2015-03-01,-0.20042282115521823,-0.24116606041994226,-0.7055615045543315
2015-04-01,-0.18675541949661525,0.06999872373462739,-0.19816408139834754
2015-05-01,-0.08597574294317958,0.1015972428515171,-0.2828390026614615
2015-06-01,0.01979083213862259,0.019647360673766944,-0.3390661175357448
2015-07-01,0.11624469110842824,0.2656579725410374,-0.127774202689828
2015-08-01,0.021167535656257893,0.46389214841420273,-0.279639464038985
2015-09-01,0.013180902761161269,-0.14761828797335327,-0.2550285886475072
2015-10-01,-0.2843265978136831,-0.6603383397016548,-0.10469581437772871
2015-11-01,-0.29992169662969204,-0.7776010851523283,-0.45748629924030665
2015-12-01,-0.48863997005535514,-0.6990177712976992,-0.502410041531359
2016-01-01,-0.21485639844302296,-0.44216710189267044,-0.5716780802122277
2016-02-01,-0.1142844095453893,0.46810506929393414,-0.2991313928675019
2016-03-01,-0.5100295125911029,0.4079397096920202,-0.1838691782869871
2016-04-01,-0.42726441064375126,0.3901254505438887,-0.6135447390618366
2016-05-01,-0.6228886455933784,0.21639126625516195,-0.37017549171451086
2016-06-01,-0.7281670120079516,0.20219394486124823,-0.39993153213917854
2016-07-01,-0.635269274409657,0.32263240084452455,-0.3394636432775799
2016-08-01,-0.5197288898450195,0.019164268659407846,-0.10756143222946006
2016-09-01,-0.41863105335095685,0.6619034830817069,0.15131783319167744
2016-10-01,-0.32935435998328916,0.8433528761496124,-0.16393892771872934
2016-11-01,-0.4095802856169642,0.8527857043405627,0.1981248320409742
2016-12-01,-0.4080268338870163,0.7127209535136039,0.2007637327472972
2017-01-01,-0.038459497640959156,0.677608124407594,0.3943620850810625
2017-02-01,0.1581296781275679,0.7290035376983597,0.3409370811919056
2017-03-01,0.4541875094264256,1.297898591242004,0.3881016853466682
2017-04-01,0.35980392835166813,0.9759521609629528,0.6209344111104493
2017-05-01,0.45887579797491845,1.5208392784866096,0.47876938607155234
2017-06-01,0.16224181421514686,0.2637431956479697,0.29233110318907474
2017-07-01,-0.03185428151676377,0.011533052149174775,0.2679516269087338
2017-08-01,0.14687739368205754,0.32148721031669175,0.20867967648879499
2017-09-01,0.14687739368205754,0.43419980375686085,0.27317206140944245
2017-10-01,0.3527161406152909,0.7237062096612993,0.3203040090998144
2017-11-01,0.34846819552074915,0.7533403422427557,0.3280575480852674
2017-12-01,0.5426213272291506,0.8160256396307861,0.3352582968191051
2018-01-01,0.6937183399518825,0.6419384773230453,0.42452059694689265
2018-02-01,0.6927682647682043,0.35775008981130735,0.520736956359937
2018-03-01,0.5917121223474516,0.479969352472955,0.3772538440053119
2018-04-01,0.7841592182275536,0.4901298693359645,0.5452807850497524
2018-05-01,0.78688092398079,0.5171980262590542,0.423941106608307
2018-06-01,1.276451906105786,0.7729924556337647,0.5198412801261846
2018-07-01,1.2789741446187461,0.45219958140031324,0.6423356560783058
2018-08-01,1.177838195904942,0.5540109114683663,0.5881645239889401
2018-09-01,1.2757838282340093,0.6652495923592553,0.7136880140366156
2018-10-01,1.2723957339882719,1.0560628151407374,0.8767473337796433
2018-11-01,1.180776841113325,0.9005077320527325,0.6461290360855299
2018-12-01,0.9835328548179789,0.6745132207388537,0.7169304596994106
2019-01-01,0.8635313296541054,1.155246428690079,0.8321769284315574
2019-02-01,0.8686917570861955,1.539206309775923,0.841797329649533
2019-03-01,1.0693048894220916,1.3627983322071444,0.9917991326110218
2019-04-01,0.8760183969167269,1.3935800802598672,0.6877536475167643
2019-05-01,1.0725503196197341,1.2811978817147078,0.929867286340072
2019-06-01,0.7829441582454882,1.3046951922329053,0.9647959822796894
2019-07-01,0.6811432045502963,1.4919730960484716,0.8543478194550203
2019-08-01,0.5840748396435882,1.52210299303685,0.9651430290528947
2019-09-01,0.38818502316729897,1.373253778918678,0.6885527234960116
